,0
47434,3-2932095             
47435,3-2932158             
47436,3-3087139             
47437,3-2341663             
47438,3-2484708             
47439,3-1798503             
47440,3-2202385             
47441,3-1928929             
47442,3-2631431             
47443,3-3246351             
47444,3-2631121             
47445,3-2779683             
47446,3-1798497             
47447,5-37379               
47448,5-37510               
47449,5-37510               
47450,5-37642               
47451,5-61530               
47452,5-61530               
47453,5-35770               
47454,5-35770               
47455,5-61720               
47456,5-61720               
47457,5-34305               
47458,5-34305               
47459,5-34297               
47460,5-39602               
47461,5-39602               
47462,5-37839               
47463,5-37839               
47464,5-39610               
47465,5-39610               
47466,5-85481               
47467,5-102688              
47468,5-86236               
47469,5-86624               
47470,5-94880               
47471,5-86232               
47472,5-95087               
47473,5-96643               
47474,5-94674               
47475,5-86243               
47476,5-94678               
47477,5-86906               
47478,5-104008              
47479,5-104008              
47480,5-103798              
47481,5-103798              
47482,5-118528              
47483,5-118528              
47484,5-102441              
47485,5-102441              
47486,5-115943              
47487,5-115943              
47488,5-104432              
47489,5-104432              
47490,5-85481               
47491,5-102210              
47492,5-102210              
47493,5-104439              
47494,5-104439              
47495,5-116841              
47496,5-116841              
47497,5-116827              
47498,5-116827              
47499,5-104011              
47500,5-104011              
47501,5-102927              
47502,5-103116              
47503,5-103116              
47504,5-94668               
47505,5-94668               
47506,5-95072               
47507,5-101617              
47508,5-101617              
47509,5-94880               
47510,5-94880               
47511,5-101701              
47512,5-101701              
47513,5-101705              
47514,5-99729               
47515,5-99729               
47516,5-99682               
47517,5-94674               
47518,5-96643               
47519,5-96643               
47520,5-115940              
47521,5-115946              
47522,5-85476               
47523,5-102918              
47524,5-103116              
47525,5-86228               
47526,5-94668               
47527,5-86232               
47528,5-102441              
47529,5-86236               
47530,5-102210              
47531,5-102688              
47532,5-95072               
47533,5-96754               
47534,5-101608              
47535,5-99910               
47536,5-101692              
47537,5-101810              
47538,5-102016              
47539,5-102024              
47540,5-101817              
47541,5-101617              
47542,5-99866               
47543,5-101821              
47544,5-86228               
47545,5-103108              
47546,5-103108              
47547,5-102918              
47548,5-102918              
47549,5-96560               
47550,5-96560               
47551,5-103116              
47552,5-103116              
47553,5-103237              
47554,5-103237              
47555,5-101614              
47556,5-101614              
47557,5-101608              
47558,5-101608              
47559,5-96754               
47560,5-96754               
47561,5-94880               
47562,5-94880               
47563,5-94668               
47564,5-94668               
47565,5-95072               
47566,5-95072               
47567,5-104208              
47568,5-104638              
47569,5-104638              
47570,5-104421              
47571,5-104421              
47572,5-102424              
47573,5-102424              
47574,5-102673              
47575,5-102673              
47576,5-102431              
47577,5-102431              
47578,5-103108              
47579,5-103108              
47580,5-86228               
47581,5-86228               
47582,5-102918              
47583,5-102918              
47584,5-85476               
47585,5-85476               
47586,5-115940              
47587,5-115940              
47588,5-104641              
47589,5-104641              
47590,5-95273               
47591,5-95273               
47592,5-101692              
47593,5-101692              
47594,5-101692              
47595,5-101591              
47596,5-101591              
47597,5-99848               
47598,5-99848               
47599,5-99848               
47600,5-99848               
47601,5-99768               
47602,5-99768               
47603,5-99768               
47604,5-99768               
47605,5-99768               
47606,5-102013              
47607,5-102013              
47608,5-102013              
47609,5-101810              
47610,5-101810              
47611,5-101608              
47612,5-101608              
47613,5-101608              
47614,5-101817              
47615,5-101817              
47616,5-101817              
47617,5-101817              
47618,5-96754               
47619,5-96754               
47620,5-85819               
47621,5-85819               
47622,5-102424              
47623,5-102424              
47624,5-94505               
47625,5-94505               
47626,5-94501               
47627,5-94501               
47628,5-96557               
47629,5-96557               
47630,5-96560               
47631,5-96560               
47632,5-95273               
47633,5-95069               
47634,5-96617               
47635,5-102918              
47636,5-102918              
47637,5-103237              
47638,5-103237              
47639,5-102673              
47640,5-102673              
47641,5-104439              
47642,5-104439              
47643,5-104228              
47644,5-104228              
47645,5-104448              
47646,5-104448              
47647,5-86236               
47648,5-86236               
47649,5-85481               
47650,5-85481               
47651,5-116829              
47652,5-116829              
47653,5-86629               
47654,5-86629               
47655,5-102947              
47656,5-102947              
47657,5-104667              
47658,5-104667              
47659,5-85855               
47660,5-104672              
47661,5-104672              
47662,5-85851               
47663,5-85851               
47664,7-17501484            
47665,7-17576445            
47666,3-101085632           
47667,7-17311244            
47668,3-101079963           
47669,3-100755206           
47670,3-100869824           
47671,3-100867260           
47672,3-101187276           
47673,7-17272128            
47674,3-100754688           
47675,3-100638002           
47676,3-101083138           
47677,3-101083138           
47678,3-100980315           
47679,3-100980315           
47680,3-101286500           
47681,3-101479447           
47682,3-100870142           
47683,3-100870142           
47684,3-100867881           
47685,3-100867881           
47686,3-101185923           
47687,3-101185923           
47688,3-101189310           
47689,3-101189310           
47690,3-101085645           
47691,3-101085645           
47692,3-101754980           
47693,3-101754980           
47694,3-101575909           
47695,3-101575909           
47696,3-101481004           
47697,3-101481004           
47698,3-100637315           
47699,3-101478604           
47700,3-100757333           
47701,3-101663533           
47702,3-100753239           
47703,3-101481666           
47704,3-101753882           
47705,3-100637390           
47706,3-101282939           
47707,3-101479447           
47708,3-101082253           
47709,3-100870142           
47710,3-100867975           
47711,3-101185923           
47712,3-101085647           
47713,3-101289002           
47714,3-101666205           
47715,3-101573191           
47716,3-101386196           
47717,3-100976462           
47718,3-80094487            
47719,3-80094487            
47720,3-80094487            
47721,3-75923853            
47722,3-75923853            
47723,3-75923853            
47724,3-80533516            
47725,3-80533516            
47726,3-80533516            
47727,3-79682974            
47728,3-79682974            
47729,3-79682974            
47730,3-80521572            
47731,3-80521572            
47732,3-78800946            
47733,3-78800946            
47734,3-78800946            
47735,3-79665625            
47736,3-79665625            
47737,3-79665625            
47738,3-78799596            
47739,3-78799596            
47740,3-78799596            
47741,3-75410879            
47742,3-75410879            
47743,3-75410879            
47744,3-76428636            
47745,3-76428636            
47746,3-80105757            
47747,3-80105757            
47748,3-80949813            
47749,3-80949813            
47750,3-80949813            
47751,3-78346173            
47752,3-78346173            
47753,3-78346173            
47754,3-78363841            
47755,3-78363841            
47756,3-78363841            
47757,3-79682748            
47758,3-79682748            
47759,3-79682748            
47760,7-17058792            
47761,7-17058792            
47762,7-17058792            
47763,7-17051446            
47764,7-17051446            
47765,7-17051446            
47766,7-17069680            
47767,7-17069680            
47768,7-17069680            
47769,7-16831096            
47770,7-16831096            
47771,7-16831096            
47772,7-17038551            
47773,7-17038551            
47774,7-17038551            
47775,7-17015390            
47776,7-17015390            
47777,7-17015390            
47778,7-17002319            
47779,7-17002319            
47780,7-17002319            
47781,7-17076192            
47782,7-17076192            
47783,7-17076192            
47784,7-16839478            
47785,7-16839478            
47786,7-16839478            
47787,7-16854237            
47788,7-16854237            
47789,7-16854237            
47790,7-16958588            
47791,7-16958588            
47792,7-16958588            
47793,7-16868426            
47794,7-16868426            
47795,7-16868426            
47796,3-76901419            
47797,3-76901419            
47798,3-76901419            
47799,3-80949966            
47800,3-80949966            
47801,3-80949966            
47802,7-16941707            
47803,7-16941707            
47804,7-16941707            
47805,7-17025614            
47806,7-17025614            
47807,7-17025614            
47808,3-76922726            
47809,3-76922726            
47810,7-16925800            
47811,7-16925800            
47812,3-80949882            
47813,3-80949882            
47814,3-80949882            
47815,7-16977899            
47816,7-16977899            
47817,7-16977899            
47818,3-80527413            
47819,3-80527413            
47820,3-80527413            
47821,3-80522777            
47822,3-80522777            
47823,3-80522777            
47824,3-78346141            
47825,3-78346141            
47826,3-78346141            
47827,3-76930297            
47828,3-76930297            
47829,3-80949471            
47830,3-80949471            
47831,3-80525389            
47832,3-80525389            
47833,3-80525389            
47834,3-77877695            
47835,3-77877695            
47836,3-77877695            
47837,3-79248904            
47838,3-79248904            
47839,3-79248904            
47840,3-80108814            
47841,3-80108814            
47842,3-80108814            
47843,7-17058792            
47844,7-17058792            
47845,7-17058792            
47846,7-17051446            
47847,7-17051446            
47848,7-17051446            
47849,7-17069680            
47850,7-17069680            
47851,7-17069680            
47852,7-16831096            
47853,7-16831096            
47854,7-16831096            
47855,7-17038551            
47856,7-17038551            
47857,7-17038551            
47858,7-17015390            
47859,7-17015390            
47860,7-17015390            
47861,7-17002319            
47862,7-17002319            
47863,7-17002319            
47864,7-17076192            
47865,7-17076192            
47866,7-17076192            
47867,7-16839478            
47868,7-16839478            
47869,7-16839478            
47870,7-16854237            
47871,7-16854237            
47872,7-16854237            
47873,7-16958588            
47874,7-16958588            
47875,7-16958588            
47876,3-79249783            
47877,3-79249783            
47878,3-79249783            
47879,3-80533528            
47880,3-80533528            
47881,3-80533528            
47882,3-51029427            
47883,3-51029427            
47884,3-51029427            
47885,3-51031498            
47886,3-51031498            
47887,3-51031498            
47888,3-53547159            
47889,3-53547159            
47890,3-53547159            
47891,3-53546619            
47892,3-53546619            
47893,3-53546619            
47894,3-52030773            
47895,3-52030773            
47896,3-52030773            
47897,3-52025083            
47898,3-52025083            
47899,3-52025083            
47900,3-52535461            
47901,3-52535461            
47902,3-52535461            
47903,3-53536629            
47904,3-53536629            
47905,3-53536629            
47906,3-53037749            
47907,3-53037749            
47908,3-53037749            
47909,3-54044414            
47910,3-54044414            
47911,3-54044414            
47912,3-54541783            
47913,3-54541783            
47914,3-54541783            
47915,3-52527098            
47916,3-52527098            
47917,3-52527098            
47918,3-54046186            
47919,3-54046186            
47920,3-54046186            
47921,3-52531594            
47922,3-52531594            
47923,3-52531594            
47924,3-52534705            
47925,3-52534705            
47926,3-52534705            
47927,7-15920020            
47928,7-15920020            
47929,7-15920020            
47930,7-15916306            
47931,7-15916306            
47932,7-15916306            
47933,7-15948116            
47934,7-15948116            
47935,7-15948116            
47936,7-15868400            
47937,7-15868400            
47938,7-15868400            
47939,7-16005252            
47940,7-16005252            
47941,7-15847135            
47942,7-15847135            
47943,7-15847135            
47944,7-15852460            
47945,7-15852460            
47946,7-15852460            
47947,7-15951860            
47948,7-15951860            
47949,7-15951860            
47950,7-16029024            
47951,7-16029024            
47952,7-16029024            
47953,7-15862878            
47954,7-15862878            
47955,7-15862878            
47956,7-15848550            
47957,7-15848550            
47958,7-15848550            
47959,7-15917806            
47960,7-15917806            
47961,7-15917806            
47962,3-54038465            
47963,3-54038465            
47964,3-54038465            
47965,3-52028432            
47966,3-52028432            
47967,3-52028432            
47968,3-54539335            
47969,3-54539335            
47970,3-54539335            
47971,3-53040261            
47972,3-53040261            
47973,3-53040261            
47974,3-49539266            
47975,3-49539266            
47976,3-49539266            
47977,3-53547509            
47978,3-53547509            
47979,3-53547509            
47980,3-55529447            
47981,3-55529447            
47982,3-55529447            
47983,3-52031851            
47984,3-52031851            
47985,3-52031851            
47986,3-52023716            
47987,3-52023716            
47988,3-52023716            
47989,3-52029915            
47990,3-52029915            
47991,3-52029915            
47992,3-49538048            
47993,3-49538048            
47994,3-49538048            
47995,3-53040920            
47996,3-53040920            
47997,3-53040920            
47998,3-54547450            
47999,3-54547450            
48000,3-54547450            
48001,3-55035997            
48002,3-55035997            
48003,3-55035997            
48004,3-53032805            
48005,3-53032805            
48006,3-53032805            
48007,3-53037698            
48008,3-53037698            
48009,3-53037698            
48010,3-50538413            
48011,3-50538413            
48012,3-50538413            
48013,7-15870513            
48014,7-15870513            
48015,7-15870513            
48016,7-15859696            
48017,7-15859696            
48018,7-15859696            
48019,7-15920020            
48020,7-15920020            
48021,7-16005252            
48022,7-16005252            
48023,7-15847135            
48024,7-15847135            
48025,7-15847135            
48026,7-15951860            
48027,7-15951860            
48028,7-15951860            
48029,7-15852460            
48030,7-15852460            
48031,7-15852460            
48032,7-16029024            
48033,7-16029024            
48034,7-16029024            
48035,7-15856115            
48036,7-15856115            
48037,7-15856115            
48038,7-15848550            
48039,7-15848550            
48040,7-15848550            
48041,7-15916306            
48042,7-15916306            
48043,7-15916306            
48044,7-15917806            
48045,7-15917806            
48046,7-15917806            
48047,3-51526608            
48048,3-51526608            
48049,3-51526608            
48050,3-52531697            
48051,3-52531697            
48052,3-52531697            
48053,3-51030457            
48054,3-51030457            
48055,3-51030457            
48056,3-51030457            
48057,3-52525689            
48058,3-52525689            
48059,3-52525689            
48060,3-50041076            
48061,3-50041076            
48062,3-53036799            
48063,3-53036799            
48064,3-53036799            
48065,3-53542136            
48066,3-53542136            
48067,3-50536502            
48068,3-50536502            
48069,3-50536502            
48070,3-50536502            
48071,3-53038882            
48072,3-53038882            
48073,3-52022442            
48074,3-50039142            
48075,3-50039142            
48076,3-50039142            
48077,3-52029549            
48078,3-52029549            
48079,3-52028440            
48080,3-54048358            
48081,3-54048358            
48082,3-54048358            
48083,3-54048358            
48084,3-54042965            
48085,3-54042965            
48086,3-54042965            
48087,3-54042965            
48088,3-54049816            
48089,3-54049816            
48090,3-54049816            
48091,3-55041624            
48092,3-55041624            
48093,3-55041624            
48094,7-15916306            
48095,7-15916306            
48096,7-15916306            
48097,7-15948116            
48098,7-15948116            
48099,7-15948116            
48100,7-16005252            
48101,7-16005252            
48102,7-15847135            
48103,7-15847135            
48104,7-15847135            
48105,7-15847135            
48106,7-15951860            
48107,7-15951860            
48108,7-15951860            
48109,7-15951860            
48110,7-15852460            
48111,7-15852460            
48112,7-16029024            
48113,7-16029024            
48114,7-15856115            
48115,7-15856115            
48116,7-15856115            
48117,7-15862878            
48118,7-15862878            
48119,7-15862878            
48120,7-15862878            
48121,7-15848550            
48122,7-15848550            
48123,7-15848550            
48124,7-15848550            
48125,7-15917806            
48126,7-15917806            
48127,7-15917806            
48128,3-52030582            
48129,3-52030582            
48130,3-52030582            
48131,3-54042968            
48132,3-54042968            
48133,3-54042968            
48134,3-51523852            
48135,3-51523852            
48136,3-51523852            
48137,3-54540800            
48138,3-54540800            
48139,3-54540800            
48140,3-52032324            
48141,3-52032324            
48142,3-52032324            
48143,3-53034630            
48144,3-53034630            
48145,3-53034630            
48146,3-54541110            
48147,3-54541110            
48148,3-54541110            
48149,3-51030942            
48150,3-51030942            
48151,3-51030942            
48152,3-51527665            
48153,3-51527665            
48154,3-51527665            
48155,3-53547523            
48156,3-53547523            
48157,3-53040254            
48158,3-53040254            
48159,3-53040254            
48160,3-52032340            
48161,3-52032340            
48162,3-55035998            
48163,3-55035998            
48164,3-55035998            
48165,3-52022367            
48166,3-52022367            
48167,3-52531598            
48168,3-52531598            
48169,3-52530627            
48170,3-52530627            
48171,3-52530627            
48172,3-55040940            
48173,3-55040940            
48174,3-55040940            
48175,7-16001803            
48176,7-16001803            
48177,7-16001803            
48178,7-15916306            
48179,7-15916306            
48180,7-15916306            
48181,7-15948116            
48182,7-15948116            
48183,7-15948116            
48184,7-15868400            
48185,7-15868400            
48186,7-15868400            
48187,7-16005252            
48188,7-15847135            
48189,7-15847135            
48190,7-15847135            
48191,7-15951860            
48192,7-15951860            
48193,7-15951860            
48194,7-16029024            
48195,7-16029024            
48196,7-16029024            
48197,7-15856115            
48198,7-15856115            
48199,7-15856115            
48200,7-15862878            
48201,7-15862878            
48202,7-15862878            
48203,7-15848550            
48204,7-15848550            
48205,7-15848550            
48206,7-15917806            
48207,7-15917806            
48208,7-15917806            
48209,3-54041347            
48210,3-54041347            
48211,3-54041347            
48212,3-54544624            
48213,3-54544624            
48214,3-54544624            
48215,3-68767013            
48216,3-68767013            
48217,3-71448226            
48218,3-71448226            
48219,3-70952120            
48220,3-70952120            
48221,3-71948334            
48222,3-71948334            
48223,3-71940930            
48224,3-71940930            
48225,3-71943467            
48226,3-71943467            
48227,3-72952515            
48228,3-72952515            
48229,3-72946651            
48230,3-72946651            
48231,3-70409630            
48232,3-70409630            
48233,3-72434468            
48234,3-72434468            
48235,3-72951707            
48236,3-72951707            
48237,3-72947354            
48238,3-72947354            
48239,3-71444700            
48240,3-71444700            
48241,3-68193578            
48242,3-68193578            
48243,3-70421203            
48244,3-70421203            
48245,7-17132011            
48246,7-17132011            
48247,7-17293530            
48248,7-17293530            
48249,7-17314217            
48250,7-17314217            
48251,7-17336488            
48252,7-17346579            
48253,7-17343914            
48254,7-17343914            
48255,7-17621733            
48256,7-17621733            
48257,7-17170024            
48258,7-17170024            
48259,7-17273260            
48260,7-17273260            
48261,7-17094310            
48262,7-17094310            
48263,7-17319772            
48264,7-17319772            
48265,7-17292134            
48266,3-72949653            
48267,3-72949653            
48268,3-72949561            
48269,3-72949561            
48270,3-70933063            
48271,3-70933063            
48272,3-70933063            
48273,3-70933063            
48274,3-69871500            
48275,3-69871500            
48276,3-69871500            
48277,3-69871500            
48278,3-68202649            
48279,3-68202649            
48280,3-68202649            
48281,3-68202649            
48282,3-68202649            
48283,3-68766706            
48284,3-68766706            
48285,3-68766706            
48286,3-68766706            
48287,3-68766706            
48288,3-71448817            
48289,3-71448817            
48290,3-71448817            
48291,3-71448817            
48292,3-72439452            
48293,3-72439452            
48294,3-72439452            
48295,3-72439452            
48296,3-72952221            
48297,3-72952221            
48298,3-72952221            
48299,3-71445011            
48300,3-71445011            
48301,3-71445011            
48302,3-71445011            
48303,3-68767078            
48304,3-68767078            
48305,3-68767078            
48306,3-68767078            
48307,3-69335266            
48308,3-69335266            
48309,3-69335266            
48310,3-69335266            
48311,3-72436185            
48312,3-72436185            
48313,3-72436185            
48314,3-72436185            
48315,3-72948497            
48316,3-71440319            
48317,3-71440319            
48318,3-71440319            
48319,3-71440319            
48320,3-68202662            
48321,3-68202662            
48322,3-68202662            
48323,3-68202662            
48324,3-68202662            
48325,3-71442591            
48326,3-71442591            
48327,3-71442591            
48328,3-71442591            
48329,7-17350313            
48330,7-17350313            
48331,7-17350313            
48332,7-17350313            
48333,7-17350313            
48334,7-17293530            
48335,7-17293530            
48336,7-17293530            
48337,7-17293530            
48338,7-17293530            
48339,7-17348847            
48340,7-17348847            
48341,7-17348847            
48342,7-17348847            
48343,7-17348847            
48344,7-17327072            
48345,7-17327072            
48346,7-17327072            
48347,7-17327072            
48348,7-17327072            
48349,7-17327072            
48350,7-17295702            
48351,7-17295702            
48352,7-17295702            
48353,7-17295702            
48354,7-17295702            
48355,7-17343914            
48356,7-17343914            
48357,7-17343914            
48358,7-17343914            
48359,7-17343914            
48360,7-17621733            
48361,7-17621733            
48362,7-17621733            
48363,7-17621733            
48364,7-17621733            
48365,7-17273260            
48366,7-17273260            
48367,7-17273260            
48368,7-17273260            
48369,7-17273260            
48370,7-17273260            
48371,7-17346579            
48372,7-17346579            
48373,7-17346579            
48374,7-17346579            
48375,7-17346579            
48376,7-17346579            
48377,7-17652466            
48378,7-17652466            
48379,7-17652466            
48380,7-17652466            
48381,7-17652466            
48382,7-17292134            
48383,7-17292134            
48384,7-17292134            
48385,7-17292134            
48386,7-17292134            
48387,7-17193640            
48388,7-17193640            
48389,7-17193640            
48390,7-17193640            
48391,7-17193640            
48392,3-70406246            
48393,3-70406246            
48394,3-70406246            
48395,3-70406246            
48396,3-72947728            
48397,3-72947728            
48398,3-72947728            
48399,3-32701289            
48400,3-36344672            
48401,3-33773499            
48402,3-35331188            
48403,3-33243820            
48404,7-18432776            
48405,7-18300762            
48406,7-18272914            
48407,7-18524146            
48408,7-18610984            
48409,7-18339196            
48410,3-31631274            
48411,3-97048530            
48412,3-97048530            
48413,7-20867304            
48414,7-20867304            
48415,7-20867304            
48416,3-96831908            
48417,3-96831908            
48418,3-96831908            
48419,3-97260152            
48420,3-97260152            
48421,3-98043429            
48422,3-98043429            
48423,3-98043429            
48424,3-98900801            
48425,3-98900801            
48426,3-98900801            
48427,7-20782063            
48428,7-20782063            
48429,7-20782063            
48430,3-96611225            
48431,3-96611225            
48432,3-96611225            
48433,3-97049802            
48434,3-98739640            
48435,3-98739640            
48436,3-97855655            
48437,3-97855655            
48438,3-97855655            
48439,3-97664761            
48440,3-96832090            
48441,3-96832090            
48442,3-96832090            
48443,3-97050032            
48444,3-97050032            
48445,3-97050032            
48446,3-97855664            
48447,3-97855664            
48448,3-97855664            
48449,3-97259820            
48450,3-97259820            
48451,3-97259820            
48452,3-97856268            
48453,3-97856268            
48454,3-97856268            
48455,3-96832814            
48456,3-96832814            
48457,3-96832814            
48458,3-97049370            
48459,3-97049370            
48460,3-97049370            
48461,3-98225151            
48462,3-98225151            
48463,3-97856990            
48464,3-97856990            
48465,3-97260738            
48466,3-97260738            
48467,3-97260738            
48468,3-98739536            
48469,3-98739536            
48470,3-98739536            
48471,3-98401568            
48472,3-98401568            
48473,3-98401568            
48474,3-98224016            
48475,3-98224016            
48476,3-98224016            
48477,7-20639201            
48478,7-20639201            
48479,7-20639201            
48480,3-44057739            
48481,3-44057739            
48482,3-44057739            
48483,3-44059567            
48484,3-44059567            
48485,3-44059567            
48486,3-46340045            
48487,3-46340045            
48488,3-46340045            
48489,3-44643260            
48490,3-44643260            
48491,3-44643260            
48492,3-44638923            
48493,3-44638923            
48494,3-44638923            
48495,3-44071157            
48496,3-44071157            
48497,3-44071157            
48498,3-43467384            
48499,3-43467384            
48500,3-43467384            
48501,3-44637489            
48502,3-44637489            
48503,3-42268629            
48504,3-42268629            
48505,3-42268629            
48506,3-44643766            
48507,3-44643766            
48508,3-44643766            
48509,3-46893878            
48510,3-46893878            
48511,3-46893878            
48512,3-43465847            
48513,3-43465847            
48514,3-43465847            
48515,3-44058796            
48516,3-44058796            
48517,3-44058796            
48518,3-41668857            
48519,3-41668857            
48520,3-41668857            
48521,3-47452700            
48522,3-47452700            
48523,3-47452700            
48524,7-16161250            
48525,7-16161250            
48526,7-16161250            
48527,7-16319368            
48528,7-16319368            
48529,7-16319368            
48530,7-16398896            
48531,7-16398896            
48532,7-16398896            
48533,7-16286686            
48534,7-16286686            
48535,7-16286686            
48536,7-16482316            
48537,7-16482316            
48538,7-16482316            
48539,7-16430640            
48540,7-16430640            
48541,7-16430640            
48542,7-16323534            
48543,7-16323534            
48544,7-16323534            
48545,7-16488237            
48546,7-16488237            
48547,7-16488237            
48548,7-16317868            
48549,7-16317868            
48550,7-16317868            
48551,7-16360516            
48552,7-16360516            
48553,7-16360516            
48554,7-16351143            
48555,7-16351143            
48556,7-16351143            
48557,3-45212532            
48558,3-45212532            
48559,3-45212532            
48560,3-44064597            
48561,3-44064597            
48562,3-44064597            
48563,7-17941924            
48564,7-17941924            
48565,7-17941924            
48566,7-17856093            
48567,7-17856093            
48568,7-17853532            
48569,7-17853532            
48570,7-17853532            
48571,7-17979818            
48572,7-17979818            
48573,7-17979818            
48574,7-17884306            
48575,7-17884306            
48576,7-17884306            
48577,3-83130208            
48578,3-83130208            
48579,3-83130208            
48580,3-81004240            
48581,3-81004240            
48582,3-81004240            
48583,7-17872910            
48584,7-17872910            
48585,7-17872910            
48586,7-17835745            
48587,7-17910767            
48588,7-17910767            
48589,7-17910767            
48590,7-17787495            
48591,7-17787495            
48592,7-17929329            
48593,7-17701549            
48594,7-17701549            
48595,7-17701549            
48596,7-17707394            
48597,7-17707394            
48598,7-17707394            
48599,7-17804819            
48600,7-17804819            
48601,7-17804819            
48602,7-17797944            
48603,7-17797944            
48604,7-17718449            
48605,7-17718449            
48606,7-17718449            
48607,7-17919218            
48608,7-17919218            
48609,7-17919218            
48610,7-18025478            
48611,7-18025478            
48612,7-18025478            
48613,7-18197763            
48614,7-18197763            
48615,7-18197763            
48616,7-17958132            
48617,7-17958132            
48618,7-17958132            
48619,7-17738444            
48620,7-17738444            
48621,7-17723291            
48622,7-17723291            
48623,7-17972811            
48624,7-17972811            
48625,7-17832241            
48626,7-17832241            
48627,7-17832241            
48628,7-17935939            
48629,7-17935939            
48630,7-17935939            
48631,7-16841273            
48632,7-16841273            
48633,7-16841273            
48634,7-16888234            
48635,7-16888234            
48636,7-16888234            
48637,3-12163545            
48638,3-12163545            
48639,3-12163545            
48640,3-12437287            
48641,3-12437287            
48642,3-12437287            
48643,3-11073459            
48644,3-12437993            
48645,3-12437993            
48646,3-12711610            
48647,3-12711610            
48648,3-12711610            
48649,3-11074967            
48650,3-11074967            
48651,3-11074967            
48652,3-13593391            
48653,3-13888928            
48654,3-13888928            
48655,3-13888928            
48656,3-12998829            
48657,3-12998829            
48658,3-12998829            
48659,3-11346483            
48660,3-11346483            
48661,3-11346483            
48662,3-11618589            
48663,3-11618589            
48664,7-16985839            
48665,7-16985839            
48666,7-16985839            
48667,7-16967544            
48668,7-16967544            
48669,7-16967544            
48670,7-16901417            
48671,7-16901417            
48672,7-16901417            
48673,7-16929545            
48674,7-16929545            
48675,7-16929545            
48676,7-17039463            
48677,7-17039463            
48678,7-17039463            
48679,7-16959324            
48680,7-16959324            
48681,7-16959324            
48682,7-17275217            
48683,7-17275217            
48684,7-17275217            
48685,7-17247913            
48686,7-17247913            
48687,7-17247913            
48688,7-16935308            
48689,7-16935308            
48690,7-16935308            
48691,7-16839665            
48692,7-16839665            
48693,7-16839665            
48694,7-16816072            
48695,7-16816072            
48696,7-16816072            
48697,3-11883855            
48698,3-11883855            
48699,3-11883855            
48700,3-11887747            
48701,3-11887747            
48702,3-11887747            
48703,3-57894815            
48704,3-57894815            
48705,3-57894815            
48706,3-57894815            
48707,3-57894815            
48708,3-58437961            
48709,3-58437961            
48710,3-58437961            
48711,3-60119204            
48712,3-60119204            
48713,3-62320607            
48714,3-62320607            
48715,3-62320607            
48716,3-62320607            
48717,3-62320607            
48718,3-62320607            
48719,3-62320607            
48720,3-61231877            
48721,3-61231877            
48722,3-61231877            
48723,3-61231877            
48724,3-61231877            
48725,3-61231877            
48726,3-61231877            
48727,3-60676705            
48728,3-60676705            
48729,3-60676705            
48730,7-20448943            
48731,7-20448943            
48732,7-20448943            
48733,7-20448943            
48734,7-20448943            
48735,7-20448943            
48736,7-20448943            
48737,3-57897404            
48738,3-57897404            
48739,3-57897404            
48740,3-57897404            
48741,3-57897404            
48742,3-57897404            
48743,3-57897404            
48744,7-20993217            
48745,7-20993217            
48746,7-20993217            
48747,7-20993217            
48748,7-20993217            
48749,7-20993217            
48750,7-20993217            
48751,3-60114102            
48752,3-60114102            
48753,7-20795418            
48754,7-20795418            
48755,7-20795418            
48756,7-20795418            
48757,7-20795418            
48758,7-20795418            
48759,3-60679829            
48760,3-60679829            
48761,3-60679829            
48762,3-60679829            
48763,3-60679829            
48764,3-60679829            
48765,3-60679829            
48766,7-20546662            
48767,7-20546662            
48768,7-20546662            
48769,7-20546662            
48770,7-20546662            
48771,7-20546662            
48772,7-20546662            
48773,7-20473716            
48774,7-20473716            
48775,7-20473716            
48776,7-20473716            
48777,7-20473716            
48778,7-20473716            
48779,7-20473716            
48780,7-20395181            
48781,7-20395181            
48782,7-20395181            
48783,7-20395181            
48784,7-20395181            
48785,7-20395181            
48786,7-20395181            
48787,7-20315252            
48788,7-20315252            
48789,7-20315252            
48790,7-20315252            
48791,7-20315252            
48792,7-20315252            
48793,7-20315252            
48794,7-20368693            
48795,7-20368693            
48796,7-20368693            
48797,7-20368693            
48798,7-20368693            
48799,7-20368693            
48800,7-20368693            
48801,7-20579973            
48802,7-20579973            
48803,7-20579973            
48804,7-20579973            
48805,7-20579973            
48806,7-20579973            
48807,7-20579973            
48808,7-20828259            
48809,7-20828259            
48810,7-20828259            
48811,7-20828259            
48812,7-20828259            
48813,7-20828259            
48814,7-20828259            
48815,7-20773605            
48816,7-20773605            
48817,7-20773605            
48818,7-20773605            
48819,7-20773605            
48820,7-20773605            
48821,7-20773605            
48822,7-20529342            
48823,7-20529342            
48824,7-20529342            
48825,7-20529342            
48826,7-20529342            
48827,7-20529342            
48828,7-21054828            
48829,7-21054828            
48830,7-21054828            
48831,7-21054828            
48832,7-21054828            
48833,7-21054828            
48834,7-20645810            
48835,7-20645810            
48836,7-20645810            
48837,7-20645810            
48838,7-20645810            
48839,7-20645810            
48840,7-20573500            
48841,7-20573500            
48842,7-20573500            
48843,7-20573500            
48844,7-20573500            
48845,7-20573500            
48846,7-20545353            
48847,7-20545353            
48848,7-20545353            
48849,7-20545353            
48850,7-20545353            
48851,7-20545353            
48852,7-20545353            
48853,3-18594665            
48854,3-18594665            
